State,City,Violent_Crime_Rate,Latitude,Longitude
Florida,Port St. Joe,0.2,29.838271999999996,-85.298199
Florida,Tampa,0.4,27.996097,-82.582035
Florida,Tallahassee,0.7,30.427753000000003,-84.258472
Florida,Punta Gorda,0.09,26.902989,-82.046244
Florida,Quincy,0.77,30.555675,-84.63183000000001
Florida,Riviera Beach,0.98,26.775340999999997,-80.058097
Florida,Rockledge,0.22,28.28714,-80.723065
Florida,Royal Palm Beach,0.14,26.600995,-80.038113
Florida,Safety Harbor,0.09,27.99085,-82.69315999999999
Florida,Sanibel,0.04,26.458308000000002,-82.100065
Florida,Sarasota,0.55,27.335023,-82.53716899999999
Florida,Satellite Beach,0.1,28.17612,-80.59005
Florida,Sebastian,0.07,27.799122999999998,-80.483098
Florida,Sebring,0.52,27.457946999999997,-81.373012
Florida,Seminole,0.13,27.846601,-82.795385
Florida,Sewall's Point,0.09,27.199493,-80.202268
Florida,Sneads,0.22,30.777609,-84.955871
Florida,South Bay,0.69,26.66396,-80.71616999999999
Florida,South Daytona,0.23,29.165815999999996,-81.0045
Florida,South Miami,0.32,25.707601999999998,-80.293385
Florida,Sweetwater,0.07,25.763458,-80.312667
Florida,Surfside,0.1,25.878429,-80.125601
Florida,Sunrise,0.2,26.151416,-80.22621099999999
Florida,Sunny Isles Beach,0.15,25.950648,-80.122823
Florida,Stuart,0.32,27.189747999999998,-80.254768
Florida,St. Petersburg,0.6,27.775654,-82.64092
Florida,Tamarac,0.28,26.185954000000002,-80.17242399999999
Florida,St. Pete Beach,0.15,0.0,0.0
Florida,St. Augustine Beach,0.06,29.759316,-81.301979
Florida,St. Augustine,0.72,29.918235,-81.367087
Florida,Starke,0.8,29.928148999999998,-82.179651
Florida,Springfield,0.54,30.153257,-85.611315
Florida,Southwest Ranches,0.09,26.0587,-80.337273
Florida,Zephyrhills,0.31,28.21305,-82.16568000000001
Florida,St. Cloud,0.19,28.244625,-81.290847
Florida,Maitland,0.15,28.625476000000003,-81.36459
Florida,South Pasadena,0.08,27.755028000000003,-82.737601
Florida,Lynn Haven,0.13,30.24548,-85.64826
Florida,Clewiston,0.32,26.630065999999996,-81.090897
Florida,Cocoa,0.8,28.373,-80.742906
Florida,Cocoa Beach,0.54,28.325684999999996,-80.623424
Florida,Coconut Creek,0.13,26.399526,-81.83953199999999
Florida,Cooper City,0.07,0.0,0.0
Florida,Coral Gables,0.1,28.053072999999998,-82.742879
Florida,Coral Springs,0.14,28.468477000000004,-82.59572800000001
Florida,Crescent City,0.65,29.43025,-81.51063
Florida,Crestview,0.38,30.763783,-86.591616
Florida,Cross City,0.12,29.6344,-83.12513
Florida,Cutler Bay,0.21,0.0,0.0
Florida,Dade City,0.49,28.416396999999996,-82.21210400000001
Florida,Dania Beach,0.68,26.052311,-80.143934
Florida,Davenport,0.09,28.167210999999998,-81.631589
Florida,Davie,0.25,26.067529,-80.275056
Florida,Daytona Beach,1.14,29.194000000000003,-81.047652
Florida,Daytona Beach Shores,0.2,29.176092999999998,-80.982832
Florida,Fernandina Beach,0.2,30.609692,-81.49172
Florida,Fellsmere,0.09,27.775251,-80.609403
Florida,Eustis,0.25,28.855051,-81.678843
Florida,El Portal,0.08,0.0,0.0
Florida,Edgewood,0.1,28.486115,-81.372292
Florida,Edgewater,0.1,28.974135999999998,-80.92291
Florida,Clermont,0.21,28.584025,-81.779423
Florida,Eatonville,1.68,0.0,0.0
Florida,Dunedin,0.11,27.891809000000002,-82.724763
Florida,Doral,0.1,0.0,0.0
Florida,Delray Beach,0.48,26.457597999999997,-80.081614
Florida,DeLand,0.57,29.05725,-81.22558199999999
Florida,DeFuniak Springs,0.42,30.851178000000004,-86.200838
Florida,Deerfield Beach,0.43,26.311102,-80.09787
Florida,Dunnellon,0.44,29.240728000000004,-82.087458
Florida,Flagler Beach,0.06,29.463684999999998,-81.147376
Florida,Clearwater,0.4,27.978146999999996,-82.78152299999999
Florida,Chattahoochee,0.53,30.640548,-84.78075799999999
Florida,Madeira Beach,0.32,0.0,0.0
Florida,Alachua,0.41,29.813456,-82.472049
Florida,Altamonte Springs,0.24,28.666625,-81.365039
Florida,Apopka,0.37,28.635425,-81.488843
Florida,Arcadia,0.66,27.186146,-81.809939
Florida,Astatula,0.14,28.706722999999997,-81.718455
Florida,Atlantic Beach,0.26,30.33441,-81.3987
Florida,Atlantis,0.28,30.33441,-81.3987
Florida,Auburndale,0.33,28.0653,-81.78869
Florida,Aventura,0.18,0.0,0.0
Florida,Bartow,0.38,27.918445000000002,-81.79079399999999
Florida,Bay Harbor Islands,0.05,25.887595,-80.131156
Florida,Belleair,0.02,0.0,0.0
Florida,Belleair Beach,0.06,27.922921999999996,-82.839325
Florida,Belleair Bluffs,0.09,0.0,0.0
Florida,Belle Glade,0.99,26.645895,-80.430269
Florida,Belle Isle,0.22,0.0,0.0
Florida,Center Hill,0.07,28.668113,-82.02883
Florida,Cedar Key,0.15,29.188034000000002,-82.991541
Florida,Casselberry,0.31,28.661468,-81.313989
Florida,Cape Coral,0.12,26.606491,-81.95016
Florida,Bunnell,1.15,29.402177000000002,-81.33425
Florida,Brooksville,0.6,28.586197,-82.39585799999999
Florida,Chipley,0.73,30.634834,-85.577618
Florida,Bradenton Beach,0.15,27.485915000000002,-82.71022099999999
Florida,Boynton Beach,0.71,26.645895,-80.430269
Florida,Bowling Green,0.17,27.601936,-81.85069
Florida,Boca Raton,0.18,26.375953999999997,-80.10717
Florida,Blountstown,0.24,30.442582,-85.046048
Florida,Biscayne Park,0.19,0.0,0.0
Florida,Belleview,0.39,29.053715000000004,-82.03890600000001
Florida,Bradenton,0.61,27.404730999999998,-82.470456
Florida,Florida City,2.62,25.44789,-80.479224
Florida,Bonifay,0.11,30.875532,-85.68424300000001
Florida,Fort Myers,0.57,26.621074,-81.878139
Florida,Juno Beach,0.03,0.0,0.0
Florida,Jupiter,0.18,26.936558,-80.131851
Florida,Jupiter Inlet Colony,0.22,26.948092,-80.075477
Florida,Jupiter Island,0.11,27.031444,-80.101431
Florida,Kenneth City,0.35,0.0,0.0
Florida,Key Biscayne,0.04,25.693713,-80.162825
Florida,Key West,0.39,24.557053,-81.780989
Florida,Kissimmee,0.49,28.306390000000004,-81.425522
Florida,Lady Lake,0.1,28.811078000000002,-81.653642
Florida,Lake Alfred,0.05,28.092423999999998,-81.727551
Florida,Loxatachee Groves,0.3,0.0,0.0
Florida,Lake City,1.33,30.105451000000002,-82.68778
Florida,Lake Clarke Shores,0.11,26.645345000000002,-80.075875
Florida,Lake Hamilton,0.14,28.036936999999998,-81.627998
Florida,Lakeland,0.31,28.035908000000003,-81.89966899999999
Florida,Lake Mary,0.11,28.7577,-81.35077199999999
Florida,Lake Park,0.99,0.0,0.0
Florida,Fort Lauderdale,0.59,26.121323,-80.127909
Florida,Longwood,0.29,28.705924,-81.340639
Florida,Live Oak,0.92,30.175865,-83.030438
Florida,Lighthouse Point,0.08,27.202270000000002,-80.273382
Florida,Leesburg,0.73,28.758895000000003,-81.888695
Florida,Lawtey,0.55,30.047063,-82.12691
Florida,Jennings,0.35,30.555263,-83.148179
Florida,Lauderhill,0.78,26.140364,-80.21338100000001
Florida,Lauderdale-by-the-Sea,0.25,26.192028,-80.09643299999999
Florida,Largo,0.38,27.916998,-82.80266800000001
Florida,Lantana,0.65,26.586736,-80.051986
Florida,Lake Worth,1.06,26.645895,-80.430269
Florida,Lake Wales,0.33,27.900707,-81.58445
Florida,Lake Placid,0.57,27.336002,-81.36628
Florida,Lauderdale Lakes,0.89,26.151416,-80.22621099999999
Florida,Jay,0.32,30.952959999999997,-87.15136
Florida,Lake Helen,0.11,28.988027000000002,-81.22082900000001
Florida,Jacksonville Beach,0.47,30.280143,-81.41650600000001
Florida,Haines City,0.17,28.075834000000004,-81.592933
Florida,Gulf Stream,0.22,26.458903000000003,-80.079637
Florida,Gulfport,0.22,0.0,0.0
Florida,Gulf Breeze,0.07,30.347061,-87.113185
Florida,Groveland,0.17,28.587996,-81.870269
Florida,Green Cove Springs,0.35,29.998317999999998,-81.76468
Florida,Hallandale Beach,0.44,25.981203,-80.148379
Florida,Greenacres City,0.28,26.623679,-80.125321
Florida,Golden Beach,0.1,25.965092000000002,-80.12226700000001
Florida,Gainesville,0.69,29.648993,-82.324515
Florida,Fruitland Park,0.22,28.863360999999998,-81.905624
Florida,Fort Walton Beach,0.3,30.448726,-86.62545
Florida,Jasper,0.12,30.495814000000003,-82.985428
Florida,Fort Pierce,0.56,27.412128000000003,-80.53416899999999
Florida,Graceville,0.68,30.95685,-85.5166
Florida,Havana,0.12,30.62381,-84.41463
Florida,Gretna,0.33,30.617140000000003,-84.65991
Florida,Indian Shores,0.03,27.862801,-82.848437
Florida,Hialeah,0.21,25.558428,-80.458168
Florida,Indian Rocks Beach,0.19,27.886757,-82.843525
Florida,Indian Harbour Beach,0.05,0.0,0.0
Florida,Indialantic,0.14,28.107943,-80.579625
Florida,Howey-in-the-Hills,0.25,28.697081,-81.79756400000001
Florida,Homestead,0.95,25.526889,-80.499812
Florida,Hypoluxo,0.07,26.566459000000002,-80.053375
Florida,Jacksonville,0.65,30.337538000000002,-81.768622
Florida,Holly Hill,0.37,29.243592,-81.03755600000001
Florida,Hillsboro Beach,0.1,0.0,0.0
Florida,High Springs,0.45,29.824665000000003,-82.65124499999999
Florida,Highland Beach,0.1,26.399520000000003,-80.065598
Florida,Hialeah Gardens,0.12,25.865095999999998,-80.324496
Florida,Hollywood,0.29,26.027459,-80.12021899999999
Georgia,Nashville,0.75,31.199826,-83.218233
Georgia,Pelham,0.58,31.127679999999998,-84.15185
Georgia,Palmetto,0.27,33.559191,-84.710082
Georgia,Oxford,0.09,33.670567,-83.874013
Georgia,Newnan,0.55,33.369595000000004,-84.819397
Georgia,Mount Zion,0.33,33.643002,-85.181782
Georgia,Lilburn,0.18,33.865587,-84.072463
Georgia,Monroe,0.53,33.788321999999994,-83.701264
Georgia,Milton,0.04,0.0,0.0
Georgia,Millen,1.14,32.779376,-81.973904
Georgia,McDonough,0.27,33.476762,-84.05500500000001
Georgia,Marietta,0.43,33.912473,-84.557181
Georgia,Manchester,0.4,32.91107,-84.615478
Georgia,Pine Mountain,0.64,32.834241,-84.904638
Georgia,Morrow,0.42,33.58016,-84.326757
Georgia,Pooler,0.18,32.11548,-81.24706
Georgia,Waynesboro,0.43,33.080724,-81.986767
Georgia,Sandersville,0.41,32.974982000000004,-82.840564
Georgia,Lavonia,0.69,34.408031,-83.14424100000001
Georgia,Woodstock,0.12,34.127398,-84.481787
Georgia,Warner Robins,0.55,32.580403000000004,-83.653003
Georgia,Tyrone,0.07,33.460035999999995,-84.585773
Georgia,Thunderbolt,0.15,32.033545000000004,-81.04983399999999
Georgia,Thomasville,0.28,30.853592,-83.888269
Georgia,Rincon,0.2,32.285205,-81.287526
Georgia,Tallapoosa,0.44,33.770057,-85.261585
Georgia,Suwanee,0.18,34.042479,-84.02617099999999
Georgia,Springfield,0.09,32.369703,-81.361775
Georgia,Sparta,0.58,33.257068,-83.08922
Georgia,Snellville,0.27,33.817803000000005,-84.022911
Georgia,Shiloh,0.21,32.791278000000005,-84.733595
Georgia,Sandy Springs,0.13,33.924269,-84.378538
Georgia,Sylvania,0.29,32.743851,-81.628687
Georgia,Lake City,0.17,0.0,0.0
Georgia,Centerville,0.28,32.627198,-83.695724
Georgia,Homerville,0.09,31.050928999999996,-82.76133
Georgia,Acworth,0.07,34.034515,-84.707349
Georgia,Kennesaw,0.14,34.033840000000005,-84.597433
Georgia,Albany,1.05,31.560674,-84.176751
Georgia,Alma,0.29,31.576952000000002,-82.461197
Georgia,Alpharetta,0.11,34.112373,-84.30205
Georgia,Americus,0.84,32.040432,-84.215282
Georgia,Bainbridge,0.68,30.888734000000003,-84.617836
Georgia,Barnesville,0.27,33.07577,-84.145706
Georgia,Blackshear,0.29,31.326324,-82.271206
Georgia,Blakely,0.9,31.346088,-84.901178
Georgia,Braselton,0.07,34.10927,-83.76267
Georgia,Brookhaven,0.39,0.0,0.0
Georgia,Calhoun,0.3,34.496921,-84.88794200000001
Georgia,Clarkston,0.57,33.810953000000005,-84.23796999999999
Georgia,Claxton,0.86,32.160610999999996,-81.92383199999999
Georgia,Adairsville,0.14,34.3687,-84.93411
Georgia,Donalsonville,0.43,30.918228999999997,-84.867238
Georgia,College Park,1.16,33.653442999999996,-84.449373
Georgia,Grovetown,0.15,33.466721,-82.21399100000001
Georgia,Grantville,0.73,33.234840000000005,-84.83577
Georgia,Glennville,0.1,32.066649,-82.012344
Georgia,Forest Park,0.72,33.611509000000005,-84.374496
Georgia,Folkston,0.66,30.855314,-82.027252
Georgia,Fairburn,0.47,33.591462,-84.60890699999999
Georgia,Hampton,0.1,33.408112,-84.273764
Georgia,Ellijay,0.12,34.69481,-84.48215
Georgia,Elberton,0.62,34.129737,-82.840971
Georgia,Edison,0.21,31.506869000000002,-84.72104499999999
Georgia,Eatonton,0.23,33.320818,-83.35586500000001
Georgia,Dunwoody,0.13,33.946213,-84.334647
Georgia,Emerson,0.44,34.118352,-84.762315
Georgia,Douglasville,0.53,33.689659999999996,-84.74459499999999
Maryland,Ocean City,1.32,38.350536,-75.12888000000001
Maryland,North East,0.33,39.60011,-75.94133000000001
Maryland,New Carrollton,0.25,38.969833,-76.87997299999999
Maryland,Mount Rainier,0.41,38.94266,-76.967057
Maryland,Oakland,0.11,39.43392,-79.316683
Maryland,Mount Airy,0.05,39.407252,-77.214087
Maryland,Hurlock,0.1,38.643824,-75.863003
Maryland,La Plata,0.49,38.513875,-77.01034
Maryland,Landover Hills,0.54,38.943166999999995,-76.892195
Maryland,Hyattsville,0.46,38.95286,-76.94629599999999
Maryland,Havre de Grace,0.26,39.560095000000004,-76.15517
Maryland,Ocean Pines,0.07,38.395392,-75.155742
Maryland,Hampstead,0.11,39.614552,-76.864427
Maryland,Morningside,0.69,38.830113,-76.891362
Maryland,Perryville,0.34,39.571449,-76.033281
Maryland,Sykesville,0.83,39.456720000000004,-76.969601
Maryland,Princess Anne,0.82,38.200553,-75.75291999999999
Maryland,Hagerstown,0.53,39.58887,-77.700213
Maryland,Westminster,0.36,39.564201000000004,-76.980701
Maryland,Thurmont,0.22,39.610876,-77.398931
Maryland,Taneytown,0.19,39.657449,-77.169055
Maryland,Takoma Park,0.4,38.98236,-77.005798
Maryland,St. Michaels,0.59,38.78512,-76.22439
Maryland,Pocomoke City,0.07,38.089201,-75.537185
Maryland,Snow Hill,0.25,38.217824,-75.32661800000001
Maryland,Seat Pleasant,0.75,38.896223,-76.90664
Maryland,Salisbury,0.89,38.382445000000004,-75.63362099999999
Maryland,Rock Hall,0.16,39.117823,-76.22319300000001
Maryland,Riverdale Park,0.3,38.963444,-76.931641
Maryland,Rising Sun,0.21,39.671572,-76.056651
Maryland,Ridgely,0.24,38.956134999999996,-75.889093
Maryland,Smithsburg,0.03,39.65482,-77.57276999999999
Maryland,Greensboro,0.16,38.968592,-75.79073199999999
Maryland,Laurel,0.48,39.093136,-76.881945
Maryland,Glenarden,0.06,39.713941,-76.651296
Maryland,Centreville,0.08,39.084003,-76.091375
Maryland,Capitol Heights,0.42,38.833563,-76.87774300000001
Maryland,Cambridge,0.97,38.479813,-76.079864
Maryland,Brunswick,0.23,39.317945,-77.624701
Maryland,Brentwood,0.43,38.94317,-76.95664000000001
Maryland,Bowie,0.1,38.982611999999996,-76.74379
Maryland,Chestertown,0.26,39.235988,-76.05931600000001
Maryland,Boonsboro,0.03,39.551986,-77.69572099999999
Maryland,Berwyn Heights,0.21,38.993999,-76.910529
Maryland,Berlin,0.06,38.310446999999996,-75.320901
Maryland,Bel Air,0.21,39.547557,-76.321984
Maryland,Baltimore,1.86,39.296535999999996,-76.623489
Maryland,Aberdeen,0.74,39.499909,-76.231177
Maryland,Greenbelt,0.47,38.833563,-76.87774300000001
Maryland,Bladensburg,0.62,38.93928,-76.93386
Maryland,Cheverly,0.37,38.928166999999995,-76.915807
Maryland,Annapolis,0.64,38.98775,-76.5528
Maryland,Cottage City,0.15,38.938167,-76.948308
Maryland,Colmar Manor,0.41,38.933167,-76.945808
Maryland,Frostburg,0.16,39.64206,-78.912502
Maryland,Frederick,0.41,39.443551,-77.33294000000001
Maryland,Forest Heights,0.35,38.809558,-76.99803100000001
Maryland,Federalsburg,0.53,38.69428,-75.77216
Maryland,Fairmount Heights,0.65,38.900945,-76.915529
Maryland,Elkton,0.96,39.561859999999996,-75.87574000000001
Maryland,Fruitland,0.28,38.320318,-75.620806
Maryland,Edmonston,0.07,38.946778,-76.931085
Maryland,Easton,0.3,38.800714,-76.051486
Maryland,District Heights,0.33,38.851262,-76.88574399999999
Maryland,Denton,0.24,38.859522999999996,-75.835702
Maryland,Delmar,0.37,38.452527,-75.57416500000001
Maryland,Cumberland,0.78,39.580690999999995,-78.690593
Maryland,Crisfield,0.12,37.998308,-75.818797
New York,Oneonta City,0.24,42.461688,-75.096727
New York,Oneida,0.38,43.047755,-75.64094399999999
New York,Olean,0.33,42.082142,-78.425973
New York,Old Westbury Village,0.02,0.0,0.0
New York,Old Brookville Village,0.05,0.0,0.0
New York,North Tonawanda,0.15,43.03867,-78.8642
New York,Ogdensburg,0.34,44.69423,-75.48634
New York,Norwood Village,0.13,0.0,0.0
New York,Norwich,0.43,42.53118,-75.52351
New York,North Syracuse Village,0.21,0.0,0.0
New York,North Castle Town,0.03,0.0,0.0
New York,Orangetown Town,0.09,0.0,0.0
New York,Ogden Town,0.05,0.0,0.0
New York,Orchard Park Town,0.08,42.742540999999996,-78.704437
New York,Perry Village,0.12,0.0,0.0
New York,Oswego City,0.3,43.414513,-76.53383199999999
New York,Owego Village,0.44,0.0,0.0
New York,Oyster Bay Cove Village,0.02,0.0,0.0
New York,Painted Post Village,0.05,41.446321999999995,-74.856932
New York,Palmyra Village,0.12,0.0,0.0
New York,Peekskill,0.12,41.29009,-73.92042
New York,Pelham Manor Village,0.13,40.883783,-73.794151
New York,Pelham Village,0.06,0.0,0.0
New York,Penn Yan Village,0.1,0.0,0.0
New York,Norfolk Town,0.02,44.796277,-75.036633
New York,Phoenix Village,0.18,0.0,0.0
New York,Plattekill Town,0.02,41.631521,-74.070699
New York,Plattsburgh City,0.19,44.704021000000004,-73.471148
New York,Ossining Village,0.08,0.0,0.0
New York,Niskayuna Town,0.05,42.7798,-73.845678
New York,Mount Hope Town,0.02,43.397671,-76.482365
New York,Niagara Falls,0.9,43.095821,-79.040407
New York,Lowville Village,0.09,0.0,0.0
New York,Lynbrook Village,0.07,0.0,0.0
New York,Macedon Town and Village,0.06,0.0,0.0
New York,Malone Village,0.22,0.0,0.0
New York,Malverne Village,0.02,0.0,0.0
New York,Mamaroneck Town,0.02,40.949199,-73.73877900000001
New York,Mamaroneck Village,0.08,0.0,0.0
New York,Manlius Town,0.08,42.955618,-75.96654000000001
New York,Marlborough Town,0.03,41.612646999999996,-74.002802
New York,Massena Village,0.11,0.0,0.0
New York,Maybrook Village,0.03,0.0,0.0
New York,Mechanicville,0.14,42.90285,-73.68734
New York,Medina Village,0.21,0.0,0.0
New York,Menands Village,0.1,0.0,0.0
New York,Niagara Town,0.05,0.0,0.0
New York,Middleport Village,0.06,0.0,0.0
New York,Mohawk Village,0.12,0.0,0.0
New York,Monroe Village,0.08,0.0,0.0
New York,Monticello Village,0.39,0.0,0.0
New York,Moriah Town,0.02,43.165620000000004,-76.53689
New York,Pleasantville Village,0.08,0.0,0.0
New York,Mount Vernon,0.56,40.909838,-73.83389
New York,Newark Village,0.32,42.223690000000005,-76.18326
New York,Newburgh,1.13,41.539574,-74.057223
New York,Newburgh Town,0.07,0.0,0.0
New York,New Castle Town,0.01,0.0,0.0
New York,New Hartford Town and Village,0.08,43.078253000000004,-75.2916
New York,New Rochelle,0.12,40.91757,-73.784858
New York,New Windsor Town,0.1,41.47313,-74.02733
New York,New York,0.57,40.750422,-73.996328
New York,Middletown,0.31,41.446544,-74.478741
New York,Port Chester Village,0.07,0.0,0.0
New York,Rochester,0.75,43.286024,-77.684264
New York,Port Washington,0.03,40.839896,-73.693128
New York,St. Johnsville Village,0.06,42.994788,-76.532718
New York,Stony Point Town,0.06,41.235675,-74.028095
New York,Syracuse,0.79,43.02143,-76.197701
New York,Tarrytown Village,0.05,0.0,0.0
New York,Ticonderoga Town,0.21,43.852071,-73.478024
New York,Tonawanda,0.26,42.997040000000005,-78.878659
New York,Tonawanda Town,0.15,42.997040000000005,-78.878659
New York,Troy,0.6,42.71144,-73.525561
New York,Trumansburg Village,0.06,0.0,0.0
New York,Ulster Town,0.13,41.87202,-73.977001
New York,Utica,0.62,43.077369,-75.23320799999999
New York,Walden Village,0.03,0.0,0.0
New York,Wallkill Town,0.13,41.631653,-74.154472
New York,Warsaw Village,0.15,0.0,0.0
New York,Washingtonville Village,0.02,0.0,0.0
New York,Waterford Town and Village,0.02,42.845579,-73.702433
New York,Watertown,0.61,43.968892,-75.906501
New York,Watervliet,0.44,42.736277,-73.720318
New York,Watkins Glen Village,0.05,42.37285,-76.92713499999999
New York,Waverly Village,0.07,0.0,0.0
New York,Webb Town,0.06,0.0,0.0
New York,Wellsville Village,0.21,0.0,0.0
New York,West Seneca Town,0.15,42.83749,-78.75083000000001
New York,Windham Town,0.12,42.318199,-74.243415
New York,Woodbury Town,0.03,40.815989,-73.468148
New York,Woodridge Village,0.52,0.0,0.0
New York,Woodstock Town,0.05,42.070065,-74.079616
New York,Yonkers,0.35,40.946107,-73.866926
New York,Long Beach,0.06,40.589139,-73.642323
New York,Stillwater Town,0.01,42.937565,-73.649889
New York,Spring Valley Village,0.36,41.115833,-74.047384
New York,Southold Town,0.08,41.06017,-72.42642
New York,South Glens Falls Village,0.11,43.283561,-73.629401
New York,Potsdam Village,0.02,0.0,0.0
New York,Poughkeepsie,0.77,41.701908,-73.911521
New York,Poughkeepsie Town,0.18,41.701908,-73.911521
New York,Pound Ridge Town,0.02,0.0,0.0
New York,Quogue Village,0.1,0.0,0.0
New York,Ramapo Town,0.07,41.141206,-74.168479
New York,Red Hook Village,0.05,0.0,0.0
New York,Rhinebeck Village,0.04,0.0,0.0
New York,Riverhead Town,0.1,40.922326,-72.637078
New York,Rockville Centre Village,0.04,41.484538,-74.415712
New York,Rome,0.17,43.208859999999994,-75.383365
New York,Rosendale Town,0.02,41.84398,-74.08209000000001
New York,Rotterdam Town,0.11,42.77856,-73.95375
New York,Rye,0.01,40.978941999999996,-73.69332
New York,Port Jervis,0.43,41.37509,-74.69266
New York,Salamanca,0.44,42.15784,-78.71503
New York,Saranac Lake Village,0.08,44.65143,-73.74348
New York,Saratoga Springs,0.23,43.08313,-73.78457
New York,Saugerties Town,0.14,42.07759,-73.95291
New York,Scarsdale Village,0.03,0.0,0.0
New York,Schenectady,0.81,42.833261,-74.058015
New York,Yorktown Town,0.02,41.31375,-73.814037
New York,Schodack Town,0.08,0.0,0.0
New York,Scotia Village,0.2,0.0,0.0
New York,Seneca Falls Town,0.1,0.0,0.0
New York,Shawangunk Town,0.01,0.0,0.0
New York,Sidney Village,0.45,0.0,0.0
New York,Solvay Village,0.21,0.0,0.0
New York,Southampton Town,0.09,40.960259,-72.379134
New York,Southampton Village,0.03,0.0,0.0
New York,Sands Point Village,0.03,0.0,0.0
New York,Lloyd Town,0.07,41.736204,-74.005418
New York,Clyde Village,0.15,0.0,0.0
New York,Little Falls,0.32,43.078904,-74.86442199999999
New York,Catskill Village,0.16,0.0,0.0
New York,Cazenovia Village,0.07,0.0,0.0
New York,Cheektowaga Town,0.24,42.908947,-78.750031
New York,Chester Town,0.1,43.652570000000004,-73.80096
New York,Chittenango Village,0.02,0.0,0.0
New York,Cicero Town,0.02,43.17562,-76.11936999999999
New York,Clarkstown Town,0.07,43.286024,-77.684264
New York,Cobleskill Village,0.35,0.0,0.0
New York,Coeymans Town,0.23,42.475704,-73.797722
New York,Cohoes,0.22,42.77424,-73.70012
New York,Colchester Town,0.25,42.146114000000004,-75.049762
New York,Cold Spring Village,0.05,0.0,0.0
New York,Colonie Town,0.08,42.717856,-73.833455
New York,Cornwall-on-Hudson Village,0.03,41.416157,-74.043064
New York,Cornwall Town,0.02,41.416157,-74.043064
New York,Cortland,0.29,42.614268,-76.12012800000001
New York,Crawford Town,0.01,0.0,0.0
New York,Croton-on-Hudson Village,0.04,41.226478,-73.86778699999999
New York,Cuba Town,0.03,0.0,0.0
New York,Dansville Village,0.02,0.0,0.0
New York,Deerpark Town,0.14,40.762574,-73.323061
New York,Delhi Village,0.26,0.0,0.0
New York,Depew Village,0.1,0.0,0.0
New York,Deposit Village,0.07,0.0,0.0
New York,DeWitt Town,0.14,0.0,0.0
New York,Dobbs Ferry Village,0.04,0.0,0.0
New York,Dryden Village,0.19,0.0,0.0
New York,Dunkirk,0.18,42.487716,-79.328287
New York,East Aurora-Aurora Town,0.01,42.768209000000006,-78.577136
New York,Carthage Village,0.03,0.0,0.0
New York,Eastchester Town,0.01,41.354538,-74.27709499999999
New York,Carmel Town,0.02,41.429571,-73.777626
New York,Canisteo Village,0.19,0.0,0.0
New York,Addison Town and Village,0.12,0.0,0.0
New York,Akron Village,0.04,0.0,0.0
New York,Albany,0.76,42.614852,-73.970812
New York,Albion Village,0.29,0.0,0.0
New York,Alfred Village,0.03,0.0,0.0
New York,Allegany Village,0.06,0.0,0.0
New York,Amherst Town,0.12,0.0,0.0
New York,Amityville Village,0.03,0.0,0.0
New York,Amsterdam,0.23,42.906298,-74.229042
New York,Arcade Village,0.1,0.0,0.0
New York,Ardsley Village,0.02,0.0,0.0
New York,Ballston Spa Village,0.04,42.983588,-73.882538
New York,Bath Village,0.22,0.0,0.0
New York,Beacon,0.17,41.50482,-73.96958000000001
New York,Bedford Town,0.01,41.173989,-73.656075
New York,Bethlehem Town,0.08,0.0,0.0
New York,Binghamton,0.8,42.165628999999996,-75.89068499999999
New York,Blasdell Village,0.19,0.0,0.0
New York,Blooming Grove Town,0.05,41.864449,-74.043322
New York,Boonville Village,0.05,0.0,0.0
New York,Brighton Town,0.07,0.0,0.0
New York,Brockport Village,0.12,0.0,0.0
New York,Buchanan Village,0.09,0.0,0.0
New York,Lloyd Harbor Village,0.08,41.736204,-74.005418
New York,Cairo Town,0.02,42.858129999999996,-74.464026
New York,Camillus Town and Village,0.07,0.0,0.0
New York,Canajoharie Village,0.05,0.0,0.0
New York,Canandaigua,0.44,42.813576,-77.289687
New York,Canastota Village,0.16,0.0,0.0
New York,Canton Village,0.05,0.0,0.0
New York,East Greenbush Town,0.06,42.606864,-73.707822
New York,Buffalo,0.99,42.89606,-78.886424
New York,Eden Town,0.03,0.0,0.0
New York,Hamburg Village,0.02,0.0,0.0
New York,Hancock Village,0.21,0.0,0.0
New York,Harriman Village,0.12,0.0,0.0
New York,Hastings-on-Hudson Village,0.03,43.37396,-76.15243000000001
New York,Hempstead Village,0.54,0.0,0.0
New York,Herkimer Village,0.56,0.0,0.0
New York,Holley Village,0.06,0.0,0.0
New York,Homer Village,0.03,0.0,0.0
New York,Hoosick Falls Village,0.15,42.866665999999995,-73.318113
New York,Horseheads Village,0.06,0.0,0.0
New York,Hudson Falls Village,0.2,42.311855,-73.7432
New York,Hyde Park Town,0.02,0.0,0.0
New York,Ilion Village,0.49,0.0,0.0
New York,Independence Town,0.18,42.10331,-77.781026
New York,Ithaca,0.13,42.402794,-76.483999
New York,Jamestown,0.68,42.08016,-79.25671
New York,Johnson City Village,0.43,41.365286,-74.510918
New York,Kenmore Village,0.07,0.0,0.0
New York,Kent Town,0.04,0.0,0.0
New York,Kings Point Village,0.04,0.0,0.0
New York,Kingston,0.3,41.96973,-74.06678000000001
New York,Lackawanna,0.46,42.825614,-78.82336600000001
New York,Lake Placid Village,0.13,42.659465999999995,-76.410528
